origen,titulo,categorias,palabra_clave,votos,texto
Pintamania,CONEJOOOOOOOO,Chistes de animales,NA,0,IVA UN CONEJO CORRE CORRE CORRE CORRE CUANDO CHOCA CON UN PUECOESPIN DESPIRA Y DICE QUIEN SOY DONDE ESTOY PUECOESPIN:SALE YO TE DIGO COMO ERES Y LUEGO TU CONEJO: SI PUERCOESPIN YO PRIMERO ERES PELUDITO TIENES UN A COLA CHIQUITA Y ESPONJANDITA Y UNAS OREJOTAS A LLASE SOY UN CONEJO AORA BOY YO ERES FEO CON PELOS PARADOS NEGRO A LLA SE SOY UN PINCHI GRINGO JaJAjajAJajjJA .
Pintamania,EL PATITO,Chistes de animales,NA,0,Avia una ves un pATITHO Q ESTABA ABURRIDO Y LEVAMNTO UNA PATITHA Y DESPUES LA OTRA Y SE CALLO AJKAJKKJAJKAJKAJKAJKAJKKJAKJAKJKJKA.
Pintamania,LOS ANIMALES,Chistes de animales,NA,0,Un zorro ingles se encuentra con un perro y dice el zorro I am zorri dice el perro I am perri. jajajajajajajaja.
Pintamania,EL BURRO,Chistes de animales,NA,0,Como se ase para canbiarle el cexso a un burro enserrarlo asta que se aburra .
Pintamania,RIE QUE RIE,Chistes de animales,NA,0,Estoe es un señor que le dice al otro mi gato a matado a tu perro -pero si es un mastil del pirineo -ya pero mi gato es idraolico.
Pintamania,UN PERRO,Chistes de animales,NA,0,Havia una ves un perrito se suvio a un arvol y se cayo te dio risa pos a el no .
Pintamania,OVEJAS,Chistes de animales,NA,0,Son dos ovejas jugando al football y una tira el balon a fuera entonces una veeeeeeeee no veeeeeeeee tu que tu la has tirado.
Pintamania,LAS VACAS,Chistes de animales,NA,0,Una vaca dijo:muuuuuuuuu y la otra dijo:maldita me quitaste las palabras de la boca.
Pintamania,EL LORO,Chistes de animales,NA,0,Esto es un loro que le van a bautizar y le lleban en un camion y la dueña del loro le dice al conductor no diga palabrotas que mi loro lo repite empieza a llover y dice el conductor joder ya empieza a llover luego pasa un toro y dice el conductor arrancale los huebos a ver que le pasay despues pasa tres gallinas y dice el conductor correr putitas correr luego llega el loro y la dueña a la iglesia y al loro le echan el agua ventita y dice el loro joder ya empieza a llover se desmaya el cura y dice el loro arrancarle los huevos aber que le pasa despues van tres monjas corriendo y dice el loro correr putitas correr y yasta..
Pintamania,ARBOL,Chistes de animales,NA,0,Ke le dice un arbol a otro arbol? tio nos an plantao .
Pintamania,POLLITO,Chistes de animales,NA,0,Era se una vez un pollito que se pegamento se callo del arbol y se callo.
Pintamania,CONEJO,Chistes de animales,NA,0,Un conejo le dice a otro conejo k es tu madre i el conejo le responde vidente i el otro dice que advina el futuro i el otro rwsponde no que tiene dos dientes.
Pintamania,LOS TRES PERROS,Chistes de animales,NA,0,"Esto era un señor llamado Pepe, que tenía tres perros:Te veo, Te sigo viendo y Ya no te veo. Había un señor cagando, y Pepe llamó a su primer perro:Te veoo!!, Y el señor que estaba cagando se hechó un poco para atrás. Pepe llamó al segundo perro:Te sigo viendo!!, y el señor se hechó más para atrás, y se calló a la cuneta. Pepe llamó al tercer perro: Ya no te veo!! -anda, no te joroba, si me he caído a la cuneta!!!."
Pintamania,PLATANO,Chistes de animales,NA,0,¿Que le dice un mono ha un platano? ¡Quitate la ropa que te voi ha comer! .
Pintamania,EL ZORRO Y EL BURRO,Chistes de animales,NA,0,HABIA una vez un zorro caminando y de pronto se tropiesa con un burro y el zorro le dice and zorry y el burro dice and burry.
Pintamania,PIO PIO,Chistes de animales,NA,0,La radio pio pio para los que tienen hambre y los que tienen frìo.
Pintamania,EL PERRITO DE PEGAMENTO,Chistes de animales,NA,0,"Havia una vez un perro llamado pegamento,se callo y se pego."
Pintamania,GARFIELD,Chistes de animales,NA,0,¡SMAC! ¡SMAC! ¡SMAC! JE JE ACABO DE VER UNA ARAÑA CON CASCO Y YO NECESITARE UN PERIODICO MAS GRANDE..
Pintamania,EL PERRO QUE NO HUELE,Chistes de animales,NA,0,Un ombre le dice a otro hombre mi perro notiene nariz el otro dice entonces como huele y responde fatal..
Pintamania,LAS OBEJAS,Chistes de animales,NA,0,Una obeja le dise a su madre mama ¿puedo ir al baño y la madre dice BEEEEEEEEEEEEEE.
Pintamania,ANIMALES,Chistes de animales,NA,0,-¿Sabes cuál es el animal más mentiroso? -No¿Cuál? -El 'pollítico'..
Pintamania,LOS CHINCHES,Chistes de animales,NA,0,¿que le dice un chinche a otro chinche? te quiero chincheramente.
Pintamania,MI POLLITO,Chistes de animales,NA,0,Yo tenia un pollito y yo lo queria mucho mucho un dia se me mojo mi pollito y yo lo esprimi y lo planche pero me quedo flaquitoy yo lo infle y lo infle y se me exploto y lo coci coci yle meti basura y ese es mi cuento tan triste.
Pintamania,MIS TETAS,Chistes de animales,NA,0,Esto era se una vez una mujer que tenia una perra que se llamaba mis tetas y undia se le pierde la perra y va a un policia y le dice as visto mis tetas y dice el policia no pero me gustaria verlas.
Pintamania,SORRY TITO,Chistes de animales,NA,0,Habia un departamento abajo vivia tito y arriba jhon. jhon era de estados unidos y tenia un perro enorme y el perro enorme cago desde arriba a la casa de tito entonces jhon se asoma y le dice a tito sorry tito y tito le contesta: ma que soretito soretaso! jjaja.
Pintamania,CUAL ES EL ANIMAL Q HASE PIPI,Chistes de animales,NA,0,Cual esel animal q hase pipi con la boca RESPUESTA:EL CORRE CAMINOS PIPI.
Pintamania,EL GATO Y EL POLLO,Chistes de animales,NA,0,"Iba un gato y un pollo caminando por la orilla de un puente ,el gato se cae´ le pide ayuda al pollo y el pollo le dice quiquiri quiaga quiquirii quiaga."
Pintamania,LOS PERROS Y EL GANSO,Chistes de animales,NA,0,Habia una vez dos perros y un ganso que se llamaba cuentamelo otra vez luego los dos perros murieron = Quien quedo.
Pintamania,LOS CHISTES DE DON MANUEL,Chistes de animales,NA,0,Que le dija un moay a otro moay no te moay.
Pintamania,EL OSO Y EL CONEJO,Chistes de animales,NA,0,"Un oso esta haciendo popo en el bosque entonces llega un conejito y se pone a hacer popo en el bosque alcostado del oso entonces el oso le dice al conejo :conejo no te da asco que tu popo se te pege en el pelaje y el conejo contesto :no, entonces el oso lo agarro y se limpio la popo que tenia con el conejito.jajajajaja estan gracioso que me muero de la risa,jajajajajajajjajajajajajajajajaa.."
Pintamania,EL ZORRILLOY EL TLACUACHE,Chistes de animales,NA,0,"Habia una vez un zorrillo ingles y un tlacuache mexicano, el zorrillo dijo:I am sorry. y el tlacuache dijo.I am tacky. jajajajajajaja! ."
Pintamania,BAYENA,Chistes de animales,NA,0,Quantas personas caben en una ballena ?............. ninguna porque ba llena jajajajajajajajajaajajajajaajajaj.
Pintamania,IGUANAS,Chistes de animales,NA,0,¿ QUE LE DIJO UNA IGUANA A OTRA IGUANA ? SOMOS IGUANITAS JAJAJA... .
Pintamania,QUE LE DICE UN MONO A OTRO,Chistes de animales,NA,0,Que le dice un mono a otro yo iva pa hombre y me quede en mono.
Pintamania,JIRAFON,Chistes de animales,NA,0,Los animales estaban tan aburridos que deciden hacer un juego.tienen que pasar al frente y contar un chiste.el animal que no se ria al que conto el chiste lo matan.va la jirafa cuenta un chiste buenisimo todos lo animales se rien esepto la tortuga por lo tanto matan a la jirafa.va el elefante cuenta un chuiste buenisimo todos los animales se rien esepto la tortuga por lo tanto matan al elefante.va el mono cuenta un chiste chomaso ningun animal se rie esepto la tortuga.entonces el leon y de la selva le pregunta de que te reis si esta choto y dice esque recien entiendo el chiste de la jirafa.
Pintamania,LOS TRES PERROS,Chistes de animales,NA,0,"Un señor tenía tres perros un se llamaba bolcán el otro tiburon y el otro lesmenti, un día fue de viaje con sus tres perros en el barco y el estando hay sin preocupación notó que se le perdio sus tres perros y hay fue que empezó ha llamarlos gritando = Bolcaaaan,y las personas al oir eso se tiraron todas al agua luego grito= tiburóoooon, y las personas se subieron en el barco y lugo= lesmentiiiiiii y hay las personas escuchando eso se enfurecieron dandole una buena paliza ha el tipo. ."
Pintamania,DOS VACAS,Chistes de animales,NA,0,Avían dos vacas ¿ que le dice una vaca a la otra vaca muuuuuuuevete .
Pintamania,TALADRO,Chistes de animales,NA,0,¿que hace un perro arriba de un taladro? -taladrando.
Pintamania,CHISTE,Chistes de animales,NA,0,Esto era un perro ke se llamaba chiste se murio el perro se acabo el chiste.
Pintamania,EL ANSTENSOR,Chistes de animales,NA,0,Era un elefante y un raton y estaban en un anstensor y el elefante estaba pisando la cola del raton y el elefante le dice que piso y el raton dice mi colita.
Pintamania,LA CERDITA,Chistes de animales,NA,0,Estaban la mama cerdita con su hija entonces la hija le pregunta mama mama por q tengo una rallita entre las piernas y la mama le dise por q si la tibieras en la espalda fueras una alcancia.
Pintamania,POLLITO,Chistes de animales,NA,0,"Un pollito le pregunta a un hombre como se llama y el le contesta:Bones,James Bones.Entonces el le pregunta como se llama y el le contesta:Llito,Po Llito."
Pintamania,EL POLLITO,Chistes de animales,NA,0,Habia una vez un pollito qu respiraba por el culo se sentoy se aficio .
Pintamania,IGUANAS,Chistes de animales,NA,0,Una iguana le dise a otra somos iguanitas ja ja ja ja .
Pintamania,BEBEBEEEEEE,Chistes de animales,NA,0,Estan 2 ovejas jugando al futbol y se les cae el balon por un barranco.Y le dice 1 a otra beeeeeeeee.Y dice la otra oveja beeeeeeee tu no te jode.
Pintamania,EL PANDA Y SU FOTO,Chistes de animales,NA,0,¿cual es el colmo de un oso panda? qeu cuando le van a tomar una foto a colores sale en blanco y negro... jajajaja.
Pintamania,LORITO,Chistes de animales,NA,0,Esto es lo que le dice una abeja a otra abeja -no.... no te lo vas a creer ¡tengo alergia al polen!¡achis! .
Pintamania,EL PATO,Chistes de animales,NA,0,Que le dijo el pato al otro pato??.. bamos empatados... jajajjajajajajjajaja apoko no ta bueno.
Pintamania,EL PATO,Chistes de animales,NA,0,Una vez esta un pato y esta entre venezuela y colombia y pusoi un huevo... saben a donde quedo el huevo????????????? en ningun lado por que los patos no ponen huevos... o sea que gallos son.
Pintamania,CHISTE DE BOLT,Chistes de animales,NA,0,Estaban rodando la pelicula de Bolt y bolt estava contra el calico va i dice en su memoria -esto se pone feo... este tio med eja sordo com la risa maligna y el va i lo suelta . el calico la oirle se echa allorar - por queeeeeeeeeeeee buajbuaj... el director le dice que pasa - pue s que el perro me llamo risfea. -bolt se ech a alloraR - JOOJAAABUJA por que tengo que acer una peli com este inbecil tontaina bujbaujauabaaia .
Pintamania,EL PATO,Chistes de animales,NA,0,"Habia un dia una familia que tenian un pato. la mama le dice al hijo pedrito,valla venda el pato.y el niño se va,llega a una casa donde esta la puerta abierta.el entra hay una mujer y su moso.entonces llega el marido y mete al moso al armario con el niño.el niño dice señor le vendo el pato.el hombre le dice no niño me moleste.si no me lo compra grito ese man es peligroso.bueno bueno cuanto quiere.deme 5.000 bueno y se lo bendio.entonces dice otra vez.cuando llega ala casa le dice a la mama.mami le saque 100.000 pesos y derrepente el pato.la mama le dice hijo valla a la iglesia y se confiesa y le da la plata al padre.el se va llega a la iglesia y le dice al padre.padre tome el pato. y el padre le dice otra vez usted con el cuento del pato...."
Pintamania,POLLITO,Chistes de animales,NA,0,Habia una vez un pollito q respiraba por el poto se sento y se murio.
Pintamania,EL LORO ADIVINO,Chistes de animales,NA,0,Una muchacha que iva a la iglesia y un loro le dijo tienes pantaleta rosada conchale como me adivino al dia sigiente dia dijo el loro tiene pantaleta azul otraves me adivino cuando llego a la iglesia pregunto como ago para que me deje de adivinar el color de la pantaleta sensillo no uses cuando se fue sin pantaleta dijo el loro tiene pantaleta peluda..
Pintamania,TONTO,Chistes de animales,NA,0,Por k los peces no estudian? ... por k se les moja el cuaderno jajajajajajajajajajaja.
Pintamania,POLLITO,Chistes de animales,NA,0,Habia una vez un pollito que era tan pero tan perezoso que decia piopio.etc.....
Pintamania,GGGGG,Chistes de animales,NA,0,"estaba el elefante y la hormiga en el cine.lahormiga estaba sentadaen la rodilla del elefante, yle dice la hormiga al elefante :-elefantito si ya te cansaste podes sentarte en mi rodilla. ."
Pintamania,CERDITO,Chistes de animales,NA,0,Esto era una vez un cerdito q le pregunta a su mama: mama mama! xq tengo un rotito en el fundillo?Xq si lo tuvieras en la espalda fueras alcancia.jajajajaja.VIVA PUERTO RICO!.
Pintamania,POLLITO,Chistes de animales,NA,0,QUE AMARILLO POR DENTRO Y NEGRO POR FUERA? R:Un pollito ninja.
Pintamania,EL MAR,Chistes de animales,NA,0,por que el mar es azul por que los peces hacen blue-blue-blue-blue.
Pintamania,UN TORO,Chistes de animales,NA,0,Esto es un toro que se enamora de una vaca pero hay una valla y no pueden juntarse.Un dia dice el toro ¡voy a saltar la valla! va la salta y dice la vaca hola yo me llamo primavera pero como estamos en invierno puedes llamarme prima.Y dice el toro hola me llamo pepito pero me puedes llamar Pepe porque el pito me lo he dejado en la valla..
Pintamania,EL COÑO,Chistes de animales,NA,0,"Un niña perdio su perro y gritava coño ,coño y un niño le dijo ¿lo puedo ver ?y ella le contesto lo he perdido el niño le dijo como es y ella le dijo peluo y gordo.."
Pintamania,POLLO TONTO PERO MUY TONTO,Chistes de animales,NA,0,Habia un pollito que rrespiraba por el potito se sento y murio.
Pintamania,GOLLLLLLLL,Chistes de animales,NA,0,"2 ovejas en el futbol, uno mete gol i el balon yega a america, el portero dice: beeeeee. y el otro contesta: be tu, qe no las parao."
Pintamania,LA SELVA,Chistes de animales,NA,0,QUE LE DICE LA VACA A LA OTRA VACA UF QUE PESTE .
Pintamania,MI PROPIO CHISTE JA JA,Chistes de animales,NA,0,Este era mi perrito que le gustaba cantar y todo el dia cantaba quiero ir al baño al baño mi mamà preocupada me llamo y me dijo tu perro sta lko y yo le pregute que canta y me dijo quiero ir al baño baño mama como tienes la puerta de la cosina serrada x que habresela xque quiere ir al baño tonta ja ja.
Pintamania,EL GATO,Chistes de animales,NA,0,"Esta una niña bañando a su gato, pasa su amigo y le dice ¡no bañes a tu gato o se te va a morir! claro que no le responde, no digas que no te lo advertí y se va, pasa de nuevo y la ve llorando y le pregunta ¿porqué lloras? es que se me murio mi gato,su amigo le contesta ¡te lo dije que no lo bañaras¡ le respone ¡no fue al bañarlo sino al exprimirlo wuuaaa¡¡¡¡¡¡."
Pintamania,LOS TRES POLLITOS,Chistes de animales,NA,0,HABIAN TRES POLLITOS UNO SE LLAMABA NADA OTRO NINGUNO Y EL OTRO TONTO.ENTONCES LOS POLLITOS IBAN PASANDOPOR LA CALLE Y NADA SE CALLO A UN POZO Y NINGUNO LO ESTABA AYUDANDO Y TONTO FUE ABISARLE HA UN OFICIAL Y LE DIJO:NADE SE CAYO AL POZO Y NINGUNO LO ESTABA AYUDANDO Y EL OFICIAL LE DIJO USTED ES TONTO YTONTO LE DIJO: SI MUCHO GUSTO. JAJAJAJAJAJAJAJAJEJEJEJEJEJEJEJEJEJAJAJAJAJAJJAJA .
Pintamania,EL CERDO,Chistes de animales,NA,0,Decia un cerdo al otro como guele pues te aguantas. .
Pintamania,ANIMAL,Chistes de animales,NA,0,Quienes comen con las oreja: nadie porque nadie se las quita para comer. chachannnnnnnnn.
Pintamania,KOALA Y KOKODRILO,Chistes de animales,NA,0,Estaba un koala fumandose un toque y luego llego una lagartija y el koala le dijo quieres y le dijo si me encanta y estava fumeyfume hasta que se mario y la lagartija le dijo al koala voy a tomar agua y fue y se encontro con un cocodrilo y le fue a rreclamar al koala y el koala le dijo hay pues cuanta agua tomaste....
Pintamania,EL PERRO,Chistes de animales,NA,0,"Una señora perdio un perro que se llamava mistetas i pregunto a un policia : A visto mistetas? No,pero me gustaria verlas.."
Pintamania,EL ARBOL,Chistes de animales,NA,0,Que le dice un arbol a otro arbol :se te paro el pajarito .
Pintamania,QUE ES,Chistes de animales,NA,0,Que es algo amarillo por dentro y negro por fuera? UN POLLITO NINJA.
Pintamania,GANZO,Chistes de animales,NA,0,¿que le dijo un ganzo a una ganza? venganza.
Pintamania,EL BURO,Chistes de animales,NA,0,Que animal hay que sacar a pasear para que no cambie de sexso.el burro para que para que no se aburra.
Pintamania,MI CHISTE,Chistes de animales,NA,0,Primera escena un pollito rezando la segunda escena un pollito rezando tercera escena un pollito rezando ¿como se llama la pelicula? a dios le ´pío.
Pintamania,LOS POLLOS,Chistes de animales,NA,0,Que le dice un pollo policia a otro pollo policia cuando ven que estan asaltando una tienda necesitamos apollo.
