"word";"N";"list_sugerence_first";"list_sugerence_all"
"llamarse";"1";"llamarse";"llamarse,llamares,llamare,llamase,llamearse,clamarse,llagarse,llamar se,llamar-se"
"llamas";"2";"llamas";"llamas,llamás,llanas,llamad,llama,lamas,llamase,llameas,alamas,llames,llamar,llaman,llacas,clamas,llagas"
"llame";"2";"llame";"llame,llamé,lame,llamea,llamee,llameo,llamen,llames,llameó,llameá,llameé,llama,llamo,clame,llave"
"llamo";"1";"llamo";"llamo,llamó,llano,lamo,llameo,llama,llame,clamo,llago,llamá,llamé"
"llamó";"2";"llamo";"llamo,llamó,llameó,llama,llame,clamó,llagó,llamá,llamé"
"llega";"18";"llega";"llega,llegá,lega,allega,llegar,llegan,llegas,llegad,legal,llaga,alega,llera,llego,liega,llena"
"llegar";"3";"llegar";"llegar,llega,legar,llegara,allegar,llegare,llegará,llegaré,llagar,alegar,llegan,llenar,llegas,llegad,plegar"
"llegó";"3";"llego";"llego,llegó,legó,allegó,llega,llagó,alegó,llenó,plegó,llevó,llegá"
"llegue";"1";"llegue";"llegue,llegué,legue,allegue,lleguen,llegues,llague,alegue"
"llegué";"1";"llegue";"llegue,llegué,legué,allegué,llagué,alegué,plegué"
"lleguen";"2";"lleguen";"lleguen,llegue,leguen,alleguen,llaguen,aleguen,llegues"
"llena";"1";"llena";"llena,llená,lena,llenar,llenan,llenas,llenad,llana,llene,llera,lleno,lleca,plena,llega,lleva"
"lleno";"4";"lleno";"lleno,llenó,llenos,llena,llano,llene,lleco,pleno,llego,llevo,llená,llené,lle no,lle-no"
"llenos";"1";"llenos";"llenos,lleno,llenas,llanos,llenes,llecos,plenos,llenás,lle nos,lle-nos"
"lleva";"4";"lleva";"lleva,llevá,llave,lleca,leva,llevar,llevan,llevas,llevad,llueva,lleve,eleva,llera,llevo,llena"
"llevaban";"2";"llevaban";"llevaban,llevaba,levaban,elevaban,llevaran,llenaban,llevabas,llegaban"
"llévame";"2";"llame";"llame"
"llevan";"1";"llevan";"llevan,lleva,levan,lluevan,lleven,elevan,llevar,llenan,llevas,llevad,llegan,lle van,lle-van"
"llevando";"1";"llevando";"llevando,llevado,levando,elevando,llenando,llegando,llevan do,llevan-do"
"llevar";"1";"llevar";"llevar,lleva,levar,llevara,llevare,llevará,llevaré,elevar,lievar,llevan,llenar,llevas,llevad,llegar"
"llevarías";"1";"llevarías";"llevarías,llevaría,llevaras,levarías,llevaríais,elevarías,llevarían,llenarías,llevarlas,llegarías,lle varías,lle-varías"
"llevas";"3";"llevas";"llevas,llevás,llaves,llecas,llevad,lleva,levas,llevase,lluevas,lleves,elevas,llevar,lleras,llevan,llenas"
"llevase";"1";"llevase";"llevase,llevas,levase,llevarse,llevasen,llevases,llevaste,elevase,llevare,llenase,llegase,lleva se,lleva-se,llevas e"
"lleve";"1";"lleve";"lleve,llevé,leve,lleven,lleves,llueve,lleva,llave,aleve,eleve,llevo,llene,llevó,llevá,lle ve"
"llevé";"1";"lleve";"lleve,llevé,levé,lleva,elevé,llevo,llové,llené,llevó,llevá,lle vé,lle-vé"
"llévesela";"1";"lÃ©esela";"lÃ©esela"
"llevo";"5";"llevo";"llevo,llevó,lleco,levo,lluevo,lleva,lleve,elevo,lleno,llego,llevá,llevé"
"llora";"2";"llora";"llora,llorá,lora,llorar,lloran,lloras,llorad,llore,llera,lloro,llosa,flora,lloró,lloré"
"llorando";"2";"llorando";"llorando,llorado,florando,lloran do,lloran-do"
"llorar";"2";"llorar";"llorar,llora,llorara,llorare,llotrar,llorará,lloraré,lloran,lloras,llorad,plorar,florar"
"lloviendo";"2";"lloviendo";"lloviendo"
"llueve";"1";"llueve";"llueve,lleve,llueven,llueves,llueva,lluevo"
"lluvia";"1";"lluvia";"lluvia,luvia,lluvias"
"lo";"156";"lo";"lo,o,loa,loe,leo,loo,los,loó,lío,loá,loé,la,le,ro,no"
"lobo";"1";"lobo";"lobo,bolo,libo,loo,alobo,lobos,lombo,globo,loba,loro,robo,loso,sobo,loco,loto"
"loca";"2";"loca";"loca,cola,loa,oca,aloca,loica,locas,local,bloca,locha,ocal,laca,lora,roca,loco"
"locaaaa";"1";"local";"local,loca"
"local";"1";"local";"local,loca,ocal,locas,bocal,focal,vocal,lo cal,lo-cal"
"loco";"10";"loco";"loco,colo,loo,aloco,locro,locos,loca,loro,loso,coco,loto,toco,lodo,lomo,moco"
"locos";"3";"locos";"locos,loco,locros,locas,loros,cocos,lotos,lodos,lomos,mocos,pocos,lobos,focos,zocos"
"loma";"1";"loma";"loma,mola,lamo,lima,lona,loa,aloma,lomea,lomas,ploma,lomba,lama,lema,lora,roma"
"lombrices";"1";"lombrices";"lombrices"
"lombriz";"2";"lombriz";"lombriz"
"lomeo";"1";"lomeo";"lomeo,lomeó,lomo,plomeo,lomea,lomee,romeo,loteo,momeo,lombo,lomeá,lomeé,lo meo,lo-meo"
"lompo";"1";"lomo";"lomo,plomo,lampo,lomeo,rompo,lombo,zompo,pomelo"
"londres";"1";"landres";"landres,atolondres"
"look";"2";"loo";"loo,loor,Cook"
"los";"159";"los";"los,sol,loa,lo,os,losa,loas,lose,loes,leos,loso,losó,losá,loás,losé"
"lucha";"1";"lucha";"lucha,luchá,alucha,luchar,luchan,luchas,luchad,lacha,luche,lucra,rucha,lucho,locha,lucia,cucha"
"luciérnaga";"1";"luciÃ©rnaga";"luciÃ©rnaga"
"luego";"4";"luego";"luego,liego,lego,luengo,ruego,llego,fuego,juego"
"lugar";"5";"lugar";"lugar,ligar,alugar,lagar,legar,rugar,logar,lunar,mugar,fugar,lujar,jugar,luxar"
"luis";"4";"luis";"luis,luís,luid,luisa,luir,cuis"
"lunes";"1";"lunes";"lunes,unes,alunes,lunas,lenes,luces,cunes,tunes,ludes,punes,lujes,luxes,luyes"
"luz";"7";"luz";"luz,lux,cuz,duz,luí"
"maaacho";"1";"macho";"macho,machucho,machaco,achocho"
"macarrones";"3";"macarronea";"macarronea,macarroneas,macar rones,macar-rones,mascarones,macarrÃ³nes,macarros,acarones"
"macho";"2";"macho";"macho,machó,mocha,nacho,maco,macheo,marcho,mancho,machos,macha,mache,maceo,mecho,macro,racho"
"machos";"1";"machos";"machos,mochas,nachos,macho,machas,maches,macros,mochos,michos,cachos,tachos,muchos,pachos,gachos,hachos"
"madame";"1";"adame";"adame,amadme,madama,mandadme,adamare,adama,dame"
"madre";"22";"madre";"madre,medra,adre,madrea,madree,madreo,madres,madure,madreó,madreá,madreé,medre,marre,ladre,maure"
"madres";"4";"madres";"madres,medras,madrea,madre,mares,adres,madreas,madrees,madores,madures,madreás,madree,medres,marres,madreo"
"madrid";"3";"Madrid";"Madrid,madrina,maridad,marida,marrida"
"madrugaba";"1";"madrugaba";"madrugaba,madrugaban,madrugabas,madrugara,madrugada"
"madrugada";"2";"madrugada";"madrugada,madrigada,madrugad,madrugadas,madrugara,madrugado,madrugaba,madruga da,madruga-da,madrugad a"
"maduraaa";"2";"madurara";"madurara,madurada,maduraba,maduradora,madura,matadura,duramadre"
"madure";"1";"madure";"madure,maduré,mudare,madre,maure,maduren,madures,madurez,madura,maduro,maduró,madurá"
"maestra";"6";"maestra";"maestra,amaestra,maestrea,maestrar,maestras,maestral,maestre,maestro,muestra"
"mágico";"2";"mÃ¡gico";"mÃ¡gico"
"magnífico";"1";"magnifico";"magnifico,magnificó"
"magos";"3";"magos";"magos,gamos,mago,amagos,magros,magnos,mangos,magas,megos,maros,manos,malos,lagos,pagos,gagos"
"mail";"1";"mal";"mal,mil"
"mal";"8";"mal";"mal,al,mala,malo,mar,mol,mil,man,mas,sal,cal,tal,pal,gal,val"
"mala";"11";"mala";"mala,lama,mal,ala,malea,malar,malas,malta,malla,maula,malva,alma,mela,rala,malo"
"malca";"1";"calma";"calma,malva,mala,maca,alca,maluca,malea,melca,marca,manca,masca,calca,malta,malla,falca"
"maldice";"1";"maldice";"maldice,maldicen,maldices,maldije,mal dice,mal-dice"
"maldito";"1";"maldito";"maldito,malditos,maldita,maldigo,maldijo"
"maletas";"5";"maletas";"maletas,malteas,maleta,maleas,maltas,aletas,malmetas,malatas,maretas,moletas,saletas,macetas,caletas,muletas,paletas"
"maliciosa";"1";"maliciosa";"maliciosa,maliciosas,malicioso"
"mallas";"1";"mayas";"mayas,mallas,mallás,mallad,malla,malas,mallase,maúllas,malles,maleas,mellas,mallar,rallas,mallos,mollas"
"malo";"7";"malo";"malo,lamo,mola,mal,maleo,malos,maslo,mallo,maulo,malvo,almo,mala,maro,ralo,molo"
"malos";"1";"malos";"malos,molas,malo,maslos,mallos,almos,maslo,malas,males,maros,ralos,manos,talos,dalos,mulos"
"maltrata";"1";"maltrata";"maltrata,maltratá,maltratar,maltratan,maltratas,maltratad,maltrate,maltrato,maltrató,maltraía,maltraté,mal trata,mal-trata"
"malva";"1";"malva";"malva,malvá,mala,malvar,malvan,malvas,malvad,malve,malea,melva,malvo,salva,calva,malta,malla"
"mama";"29";"mama";"mama,mamá,mana,ama,mamar,maman,mamas,mamad,magma,mame,mema,rama,mamo,mima,masa"
"mamá";"93";"mama";"mama,mamá,maná,amá,mamás,mame,mamo,mimá,masá,macá,matá,mazá,mamó,majá,jamá"
"máma";"1";"mama";"mama,mamá,mema,mima"
"mamaaaa";"1";"mama";"mama"
"mamaaaaa";"1";"mamara";"mamara"
"mami";"1";"mima";"mima,mamo,ami,mama,mame,mamó,mamá,mamé"
"manda";"2";"manda";"manda,mandá,manad,mansa,mana,anda,manada,mandar,mandra,manida,mandan,mandas,mandad,mande,manea"
"mandado";"1";"mandado";"mandado,mandad,manado,andado,mandando,mandados,mandadlo,mandada,maneado,mondado,mancado,candado,mandato,pandado,mangado"
"mándala";"1";"mÃ¡ndala";"mÃ¡ndala"
"mándame";"3";"mÃ¡ndame";"mÃ¡ndame"
"mandan";"1";"mandan";"mandan,manda,manan,andan,manden,manean,mandar,mondan,mandas,mancan,candan,mandad,pandan,mangan,man dan"
"mandar";"1";"mandar";"mandar,mandra,manda,manar,andar,mandara,mandare,mandará,mandaré,manear,mondar,mandan,mandas,mancar,candar"
"mandarle";"2";"mandarle";"mandarle,mandare,manarle,mandarles,mandarla,mandarlo,mandarse,mandarte,mandarme,man darle,man-darle,mandar le,mandar-le"
"mande";"1";"mande";"mande,mandé,menda,mane,ande,manden,mandes,manda,manee,mando,monde,cande,lande,pande,mandó"
"mandé";"1";"mande";"mande,mandé,mané,manda,maneé,mando,mondé,candé,pandé,mandó,mandá"
"manejaba";"1";"manejaba";"manejaba,maneaba,anejaba,manejaban,manejabas,manejara,manejada"
"manejan";"1";"manejan";"manejan,maneja,manean,anejan,manejen,manejar,manejas,manejad"
"manera";"1";"manera";"manera,manear,menara,manare,manea,maneara,amanera,maniera,maneras,mancera,mantera,manara,marera,manero,minera"
"manía";"1";"mana";"mana,manea,mansa,manca,manta,manda,manga"
"manicomio";"3";"manicomio";"manicomio,manicomios"
"manipulador";"1";"manipulador";"manipulador,manipulado,manipuladora,manipulados"
"mano";"5";"mano";"mano,manó,mona,mamo,man,ano,maneo,emano,imano,manos,manso,manco,manto,mando,mango"
"manola";"2";"manola";"manola,mamola,manolas,manopla,manjola,marola,manolo,mangla,manfla,man ola,man-ola,mano la,mano-la"
"manolín";"2";"manolo";"manolo"
"manolo";"3";"manolo";"manolo,mabolo,manolos,manjolo,manola,manojo,mano lo,mano-lo"
"manos";"5";"manos";"manos,manso,monas,mano,anos,mansos,mancos,mantos,mandos,mangos,magnos,manas,manes,menos,maros"
"mantenimiento";"1";"mantenimiento";"mantenimiento,mantenimientos"
"mantienes";"1";"mantienes";"mantienes,mantiene,manutienes,mantienen,man tienes,man-tienes"
"manuel";"1";"manuela";"manuela,manual,mantel,manuella,muelan"
"manzana";"1";"manzana";"manzana,mazana,manzanar,manzanas,manzano,mangana"
"manzanas";"2";"manzanas";"manzanas,manzana,mazanas,manzanar,manzanos,manganas"
"mañana";"16";"macana";"macana,mazana,manan,mana"
"mao";"1";"amo";"amo,moa,nao,maro,mano,maso,maco,mato,malo,mamo,mago,mazo,majo,mayo,meo"
"maquillada";"1";"maquillada";"maquillada,maquillad,maquilada,aquillada,maquilladas,maquillara,maquillado,maquillaba,maquilla da,maquilla-da,maquillad a"
"máquina";"1";"maquina";"maquina,maquiná"
"mar";"6";"mar";"mar,ar,amar,mear,maro,miar,mor,mir,man,mas,car,mal,lar,dar,mur"
"maravillas";"1";"maravillas";"maravillas,maravillás,maravillad,maravilla,maravillase,maravilles,maravillar,maravillan"
"maravilloso";"1";"maravilloso";"maravilloso,maravillosos,maravillosa,maravillo so,maravillo-so"
"marbú";"1";"marbete";"marbete"
"marca";"2";"marca";"marca,marcá,maca,arca,maraca,marcea,marcar,marcia,marica,marcan,marcas,marcad,marcha,marcía,macar"
"marcha";"1";"marcha";"marcha,marchá,marca,macha,archa,marchar,marchan,marchas,marchad,machar,marche,marcea,marcho,marcia,mancha"
"marchas";"1";"marchas";"marchas,marchás,marchad,marcha,marcas,machas,archas,marchase,marches,marceas,marchar,marcias,marchan,manchas,parchas"
"marcianos";"3";"marcianos";"marcianos,marciano,marianos,marcianas,murcianos,marcia nos,marcia-nos"
"mari";"3";"mira";"mira,maro,mar,miar"
"maria";"1";"aria";"aria,marina,marica,marcia,marida,mariza,miara,marea,marra,marsa,marca,macia,caria,marta,muria"
"maría";"5";"amaría";"amaría,mearía,miaría,marcía,marea,marra,moría,marsa,marca,caría,marta,paría,marga,varía,haría"
"mariano";"5";"mariano";"mariano,mariona,marino,marianos,marciano,amarino,mariana,marrano,mardano,zariano"
"maricón";"1";"maricen";"maricen"
"marido";"31";"marido";"marido,maridó,mirado,marrido,maridos,marcido,marida,maride,marino,manido,parido,marizo,maridá,maridé,mayido"
"mariguana";"1";"mariguana";"mariguana,marihuana,mariguanas,mar iguana,mar-iguana"
"marihuana";"1";"marihuana";"marihuana,mariguana,marihuanas"
"marinero";"1";"marinero";"marinero,marineo,marineros,marinera,merinero,harinero,marine ro,marine-ro"
"marineros";"1";"marineros";"marineros,marinero,marineras,merineros,marinemos,harineros,marine ros,marine-ros"
"marino";"1";"marino";"marino,marinó,Marino,mariano,amarino,marineo,marinos,margino,marina,marine,merino,malino,marido,marizo,mariná"
"mario";"1";"ramio";"ramio,maro,ario,marino,marcio,marido,marizo,mareo,marro,marso,marco,cario,pario,bario,margo"
"maripily";"6";"mariposa";"mariposa"
"mariquitas";"1";"mariquitas";"mariquitas,mariquita"
"mármol";"1";"mÃ¡rmol";"mÃ¡rmol"
"marrón";"1";"marró";"marró,marran,marren"
"marrones";"1";"morrones";"morrones,garrones,mar rones,mar-rones,mascarones,macarroneas,macarronea,marranees"
"marte";"2";"marte";"marte,marre,mate,arte,amarte,martes,marta,maree,marce,darte,parte,harte,mar te,mar-te"
"mas";"15";"mas";"mas,as,masa,amas,mase,meas,maso,moas,masó,masá,masé,mes,mar,ras,mis"
"más";"55";"mas";"mas,amás,meás,miás,mes,mis,mus"
"masa";"1";"masa";"masa,masá,amas,sama,nasa,mas,asa,amasa,maesa,masar,marsa,masan,mansa,masas,masca"
"masajes";"1";"masajes";"masajes,majases,masaje,masares,masases,pasajes,mas ajes,mas-ajes"
"mata";"3";"mata";"mata,matá,nata,maya,ata,matea,matar,marta,matan,manta,matas,malta,matad,mate,meta"
"matado";"2";"matado";"matado,mayado,matad,atado,mateado,matador,matando,matados,matadlo,matada,manado,masado,macado,catado,datado"
"matamos";"2";"matamos";"matamos,mayamos,mataos,atamos,mateamos,matemos,metamos,mataros,manamos,masamos,macamos,catamos,latamos,matados,datamos"
"matan";"1";"matan";"matan,mayan,mata,atan,matean,manta,maten,metan,matar,manan,matas,masan,macan,catan,latan"
"matando";"2";"matando";"matando,mayando,matado,atando,mateando,manando,masando,macando,catando,datando,mutando,mamando,mazando,majando,matan do"
"mataron";"2";"mataron";"mataron,mayaron,ataron,matearon,matrona,mataran,mataren,manaron,mataros,masaron,macaron,cataron,dataron,mutaron,mamaron"
"mate";"1";"mate";"mate,maté,meta,maye,ate,matea,matee,marte,mateo,maten,mates,mateó,mateá,mateé,mata"
"matemática";"2";"matemÃ¡tica";"matemÃ¡tica,anatematice"
"matemáticas";"1";"matemÃ¡ticas";"matemÃ¡ticas"
"maten";"1";"maten";"maten,metan,mayen,mate,aten,matean,mateen,matea,matan,matee,meten,mateo,manen,mates,masen"
"maternidad";"2";"maternidad";"maternidad,paternidad,maternizad"
"mates";"1";"mates";"mates,metas,mares,mayes,matea,mate,ates,mateas,matees,martes,mateás,matas,matee,metes,mateo"
"mato";"1";"mato";"mato,mató,tamo,mota,nato,maro,mayo,ato,mateo,meato,manto,masto,mata,mate,meto"
"mató";"1";"mato";"mato,mató,mayó,ató,mateó,mata,mate,manó,masó,macó,cató,dató,mutó,mamó,mazó"
"matricularme";"1";"matriculare";"matriculare,matricularse,matricular me,matricular-me,matricular,matriculador,matricula,auricularmente"
"matrimonio";"3";"matrimonio";"matrimonio,matrimonió,matrimonios,matrimonia,matrimonie,patrimonio,matrimoniá,matrimonié"
"mayonesa";"1";"mayonesa";"mayonesa,mayonesas"
"mayor";"3";"mayor";"mayor,mayo,mayar,mayos,mador"
"mayordomo";"1";"mayordomo";"mayordomo,mayordomeo,mayordomos,mayordoma,mayor domo,mayor-domo"
"me";"225";"me";"me,ne,e,mea,ame,mee,eme,meo,mes,mue,meó,meá,meé,re,mi"
"meas";"1";"meas";"meas,meás,mesa,neas,mead,mea,mes,mas,mease,meras,menas,mesas,mecas,metas,melas"
"mecánica";"1";"mecanice";"mecanice"
"médica";"1";"medica";"medica,medicá"
"medico";"1";"medico";"medico,medicó,mecido,medio,medica,medito,medido,dedico,medicá"
"médico";"11";"medico";"medico,medicó"
"médicos";"1";"mÃ³dicos";"mÃ³dicos"
"medio";"11";"medio";"medio,medió,medo,medios,medico,medito,medido,miedo,media,medie,medir,medro,modio,tedio,medid"
"médium";"1";"mÃ©dium";"mÃ©dium"
"mejor";"11";"mejor";"mejor,mejo,mejora,mejore,mejoro,mejoró,mejorá,mejoré,mejer,menor"
"mejora";"1";"mejora";"mejora,mejorá,mojera,mejor,mejorar,mejoran,mejoras,mejorad,mejore,mejoro,memora,mejoró,mejoré,mejor a"
"mejorado";"1";"mejorado";"mejorado,mejorad,mejorando,mejorados,mejorada,memorado,mejora do,mejora-do,mejorad o"
"mejores";"1";"mejores";"mejores,mejore,mejoras,mejoren,menores,memores,mejorás,mejo res,mejo-res,mejor es,mejor-es"
"melcedes";"1";"mercedes";"mercedes,meldenses"
"melcería";"1";"mecería";"mecería,mercería,merecería,malcomería,mellaría,melaría"
"melenudo";"1";"melenudo";"melenudo,melenudos,melenuda"
"melilla";"1";"malilla";"malilla,mesilla,telilla,mulilla,velilla,mejilla,melosilla,mella,melliza"
"memoria";"1";"memoria";"memoria,memora,memorias,memorial,memoriza,memo ria,memo-ria"
"memory";"1";"memora";"memora,memore,memoro,memoró,memorá,memoré"
"menor";"2";"menor";"menor,meno,mentor,menar,menos,tenor,mejor"
"menos";"10";"menos";"menos,memos,meno,amenos,menas,manos,menes,menor,meros,renos,monos,senos,mecos,medos,denos"
"mensaje";"4";"mensaje";"mensaje,menaje,mensajes,menajes,mensa je,mensa-je"
"mensajes";"1";"mensajes";"mensajes,mensaje,menajes"
"menstruación";"1";"menstruación";"menstruación"
"menta";"1";"menta";"menta,mentá,mena,meta,mentar,mienta,mentas,mental,mentad,mentía,metan,manta,mente,menea,renta"
"mentira";"2";"mentira";"mentira,mentirá,mentora,mentir,mentiras,mentiría,mientra,mentara,mentida,mentiré,mentir a"
"mentirosas";"1";"mentirosas";"mentirosas,mentirosa,mentirosos,mentir osas,mentir-osas"
"mentiroso";"1";"mentiroso";"mentiroso,mentirosos,mentirosa,mentir oso,mentir-oso"
"mentirosos";"1";"mentirosos";"mentirosos,mentiroso,mentirosas,mentir osos,mentir-osos"
"menu";"1";"mena";"mena,mene,meno,menó,mená,mené,numen"
"menú";"1";"mena";"mena,mene,meno,menó,mená,mené"
"mercadillo";"1";"mercadillo";"mercadillo,mercadillos"
"mercado";"1";"mercado";"mercado,mercad,merado,mercadeo,mercando,mercados,mercada,marcado,morcado,cercado,mermado,merca do,merca-do,mercad o"
"mes";"2";"mes";"mes,mea,me,es,mesa,meas,ames,mese,mees,emes,meso,mies,mues,mesó,mesá"
"mesa";"4";"mesa";"mesa,mesá,meas,mase,meda,mes,mea,esa,maesa,mesar,mesan,mensa,mesas,mesta,melsa"
"meses";"4";"meses";"meses,mese,mees,eses,meases,maeses,mesas,mases,meres,mises,mesen,menes,meces,ceses,metes"
"mesita";"1";"mesita";"mesita,semita,medita,mesta,mesitas,masita,meseta,merita,musita,hesita,me sita,me-sita"
"mesopotámico";"1";"mesolÃ­tico";"mesolÃ­tico"
"mete";"4";"mete";"mete,meté,teme,mere,mee,meter,meten,mente,metes,meted,meta,mate,rete,meto,mote"
"meten";"4";"meten";"meten,temen,meren,mete,meen,mente,metan,maten,meter,reten,menen,metes,mesen,mecen,teten"
"meteorólogo";"1";"meteorÃ³logo";"meteorÃ³logo"
"meter";"1";"meter";"meter,temer,mete,meterá,meteré,meten,metes,mecer,meted,mejer,me ter,me-ter"
"meterlo";"2";"meterlo";"meterlo,meterlos,meterla,meterle,mecerlo,metedlo,meter lo,meter-lo"
"metes";"2";"metes";"metes,metés,temes,meres,meted,mete,mees,meteos,mentes,metas,mates,meter,retes,motes,meten"
"metido";"1";"metido";"metido,temido,medito,mentido,metidos,metida,mecido,metilo,medido,mejido"
"metidos";"1";"metidos";"metidos,temidos,metido,mentidos,metidas,mecidos,metilos,medidos,metimos,mejidos"
"meto";"1";"meto";"meto,temo,mote,neto,mero,meo,meato,metro,mesto,meta,mato,mete,reto,moto,mito"
"método";"1";"mÃ©todo";"mÃ©todo"
"metralleta";"1";"metralleta";"metralleta,metralletas"
"metro";"2";"metro";"metro,meto,mero,metros,metra,mitro,cetro,medro"
"metros";"2";"metros";"metros,meteos,metro,meros,meteros,metras,cetros,medros"
"meviolan";"1";"me violan";"me violan,me-violan,violan"
"mi";"120";"mi";"mi,ni,mu,ami,mir,mio,mis,mil,miz,mió,miá,mié,me,si,ti"
"mí";"10";"mi";"mi,muí,me,mu,mm"
"mía";"6";"miá";"miá,muía,mea,moa,sía,lía,pía,fía"
"miami";"1";"mi ami";"mi ami,mi-ami,amilamia,amia,minia,ami"
"mickey";"1";"hockey";"hockey"
"microondas";"1";"microondas";"microondas,microonda,micro ondas,micro-ondas"
"mide";"1";"mide";"mide,dime,mude,mise,miden,mides,mida,mire,mido,mine,mime,pide,Wide,mi de,mi-de"
"miedo";"5";"miedo";"miedo,mido,medo,miedos,medio,miado,mielo,hiedo"
"mielda";"1";"mielsa";"mielsa,miela,mierda,bielda,mielga,miel da,miel-da"
"miembro";"2";"miembro";"miembro,mimbro,miembros,mimbreo,siembro"
"mientas";"1";"mientas";"mientas,mienta,mentas,mientras,milentas,mientes,mientan,sientas,tientas,lientas,dientas,vientas"
"miente";"1";"miente";"miente,mente,mienten,mientes,mienta,miento,siente,tiente,diente,viente,mi ente,mi-ente"
